date,high
2012-01-10,12.764239625267923
2012-01-11,12.669859661461539
2012-01-12,12.67135596278046
2012-01-13,12.597943582218752
2012-01-17,12.76393828292085
2012-01-18,12.86821181859436
2012-01-19,12.92514246726292
2012-01-20,12.809186261830396
2012-01-23,12.837648364009999
2012-01-24,12.737275278719398
2012-01-25,13.61668617107432
2012-01-26,13.447097509088257
2012-01-27,13.437805366345616
2012-01-30,13.600207972238378
2012-01-31,13.730244750683786
2012-02-01,13.752719019002557
2012-02-02,13.698187141533325
2012-02-03,13.78298392035388
2012-02-06,13.932196595283802
2012-02-07,14.075124430099818
2012-02-08,14.286061148153625
2012-02-09,14.88412404297613
2012-02-10,14.910190887494736
2012-02-13,15.096264242439082
2012-02-14,15.267951090248856
2012-02-15,15.7692320233801
2012-02-16,15.128013372433713
2012-02-17,15.214319987534445
2012-02-21,15.4264554977417
2012-02-22,15.44562333294889
2012-02-23,15.515741016276584
2012-02-24,15.667659756624946
2012-02-27,15.835457957997614
2012-02-28,16.0424861907959
2012-02-29,16.408040224736347
2012-03-01,16.426026382845002
2012-03-02,16.383776300271116
2012-03-05,16.40414944702982
2012-03-06,15.990960098398997
2012-03-07,16.11350703784035
2012-03-08,16.26961855099164
2012-03-09,16.41193509726481
2012-03-12,16.539581298828125
2012-03-13,17.02437738051284
2012-03-14,17.819595821720668
2012-03-15,17.978102742886968
2012-03-16,17.654200340235818
2012-03-19,18.030835732305636
2012-03-20,18.184545072980114
2012-03-21,18.266951352440874
2012-03-22,18.112642091894656
2012-03-23,18.03173813328155
2012-03-26,18.192041897230677
2012-03-27,18.465597997492566
2012-03-28,18.62051070574
2012-03-29,18.473986090960736
2012-03-30,18.294211050220902
2012-04-02,18.540204857976146
2012-04-03,18.942916017246322
2012-04-04,18.75264980572707
2012-04-05,19.016326897237583
2012-04-09,19.17153479724046
2012-04-10,19.296168270125527
2012-04-11,19.082541472495
2012-04-12,18.916537552175996
2012-04-13,18.71788876558746
2012-04-16,18.28581992627264
2012-04-17,18.277440001683214
2012-04-18,18.58455348971582
2012-04-19,18.119529704399365
2012-04-20,17.816595327943816
2012-04-23,17.278762169293472
2012-04-24,17.00969585063989
2012-04-25,18.517138137706308
2012-04-26,18.41796079082818
2012-04-27,18.162975543324148
2012-04-30,17.92986272031784
2012-05-01,17.880719760274758
2012-05-02,17.600265911009302
2012-05-03,17.720121502074143
2012-05-04,17.329406969063992
2012-05-07,17.161912061479462
2012-05-08,17.123861736076233
2012-05-09,17.198172155745297
2012-05-10,17.255096058022346
2012-05-11,17.21284674858439
2012-05-14,17.00430422214154
2012-05-15,16.875770600062786
2012-05-16,16.686102463889107
2012-05-17,16.404750245114272
2012-05-18,16.282190789611587
2012-05-21,16.825427850392483
2012-05-22,17.19517121169238
2012-05-23,17.16281065786032
2012-05-24,17.273679067038497
2012-05-25,16.95456570816328
2012-05-29,17.198771313731218
2012-05-30,17.37824718193469
2012-05-31,17.423487317763836
2012-06-01,17.158310222211636
2012-06-04,17.004008846974063
2012-06-05,16.973148603666782
2012-06-06,17.194268189350506
2012-06-07,17.298243089347203
2012-06-08,17.395912006495585
2012-06-11,17.63323323954397
2012-06-12,17.277261725978843
2012-06-13,17.332996681322342
2012-06-14,17.183782016639775
2012-06-15,17.217345233206782
2012-06-18,17.61495522122849
2012-06-19,17.67817384245597
2012-06-20,17.655706897952005
2012-06-21,17.624846283991218
2012-06-22,17.44416170996316
2012-06-25,17.37254626153843
2012-06-26,17.21344827614506
2012-06-27,17.280860266482282
2012-06-28,17.198768781527395
2012-06-29,17.498394012451172
2012-07-02,17.78214358106814
2012-07-03,17.977800129357973
2012-07-05,18.407471802230397
2012-07-06,18.230687599030176
2012-07-09,18.394283077718914
2012-07-10,18.5731685067994
2012-07-11,18.20732223282756
2012-07-12,18.081781441192035
2012-07-13,18.193237426357165
2012-07-16,18.325975297298157
2012-07-17,18.32238221889344
2012-07-18,18.227691900532776
2012-07-19,18.437738925510043
2012-07-20,18.410464404714837
2012-07-23,18.154587276721173
2012-07-24,18.267842772560197
2012-07-25,17.40251096687535
2012-07-26,17.390526752219394
2012-07-27,17.553223880369785
2012-07-30,17.961022298792145
2012-07-31,18.328377632077405
2012-08-01,18.469200097156566
2012-08-02,18.298108283525337
2012-08-03,18.516540644512805
2012-08-06,18.722981334555524
2012-08-07,18.726879878106484
2012-08-08,18.693321902440783
2012-08-09,18.708889118566375
2012-08-10,18.709789661706434
2012-08-13,18.957735061645508
2012-08-14,19.216826437039373
2012-08-15,19.07810823197541
2012-08-16,19.161161311024554
2012-08-17,19.50510628536532
2012-08-20,20.01546287536621
2012-08-21,20.30825192172528
2012-08-22,20.1313129541136
2012-08-23,20.158395785596763
2012-08-24,20.145758136315006
2012-08-27,20.48850747282878
2012-08-28,20.34496831857258
2012-08-29,20.39220989228493
2012-08-30,20.208048317715743
2012-08-31,20.11927836405905
2012-09-04,20.3160779732344
2012-09-05,20.352483773574665
2012-09-06,20.410868124531063
2012-09-07,20.536951725547127
2012-09-10,20.561323579328416
2012-09-11,20.164409114248386
2012-09-12,20.158398984251892
2012-09-13,20.62782732053533
2012-09-14,20.97327436945224
2012-09-17,21.058140029546994
2012-09-18,21.13427341890657
2012-09-19,21.18422236960513
2012-09-20,21.065967172213913
2012-09-21,21.216723692636755
2012-09-24,20.917309932667433
2012-09-25,20.8468986715055
2012-09-26,20.242354421864498
2012-09-27,20.527624675759473
2012-09-28,20.495728069146306
2012-10-01,20.36452822729962
2012-10-02,20.05157215728249
2012-10-03,20.2173771351442
2012-10-04,20.28929192455098
2012-10-05,20.041036582536822
2012-10-08,19.48615338791424
2012-10-09,19.273399024837666
2012-10-10,19.408514278641128
2012-10-11,19.47531382510658
2012-10-12,19.11963959237039
2012-10-15,19.112110708193992
2012-10-16,19.568596850938825
2012-10-17,19.64353442738313
2012-10-18,19.32064639193925
2012-10-19,19.010999864057887
2012-10-22,19.119639198546423
2012-10-23,19.07510297025114
2012-10-24,18.85392686465966
2012-10-25,18.717009158969358
2012-10-26,18.47627480174226
2012-10-31,18.11396420859375
2012-11-01,18.145261368934896
2012-11-02,17.963211524048365
2012-11-05,17.68696830538192
2012-11-06,17.776348604888877
2012-11-07,17.367822624201747
2012-11-08,16.99570039217424
2012-11-09,16.773513924998046
2012-11-12,16.762027902789487
2012-11-13,16.640511167311818
2012-11-14,16.548914919382927
2012-11-15,16.308596875712873
2012-11-16,16.02142258423486
2012-11-19,17.155006154667596
2012-11-20,17.289527508300715
2012-11-21,17.151079446709097
2012-11-23,17.291038472334314
2012-11-26,17.83516397139785
2012-11-27,17.847858986302136
2012-11-28,17.708198900153427
2012-11-29,17.9636349659988
2012-11-30,17.786801137236864
2012-12-03,17.973922845112085
2012-12-04,17.587287732651767
2012-12-05,17.207909659153103
2012-12-06,16.726058858851776
2012-12-07,16.78318924666646
2012-12-10,16.278671688057152
2012-12-11,16.61269852695959
2012-12-12,16.56553956644376
2012-12-13,16.25236721217995
2012-12-14,15.662596933252976
2012-12-17,15.719126222409944
2012-12-18,16.169537091813567
2012-12-19,16.133265703614555
2012-12-20,16.027468378539048
2012-12-21,15.709150838335326
2012-12-24,15.847599378843
2012-12-26,15.70280583055475
2012-12-27,15.605767838453017
2012-12-28,15.552267304375814
2012-12-31,16.18466381609331
2013-01-02,16.777147887033934
2013-01-03,16.616027941477572
2013-01-04,16.28229260416351
2013-01-07,16.00025782245139
2013-01-08,16.078549452455665
2013-01-09,15.870576514617458
2013-01-10,15.982725391879027
2013-01-11,15.879945611556035
2013-01-14,15.341267763069803
2013-01-15,15.084012034293572
2013-01-16,15.39990881408408
2013-01-17,15.439508456224805
2013-01-18,15.181652560019414
2013-01-22,15.352754156300216
2013-01-23,15.567682666980689
2013-01-24,14.078592735172776
2013-01-25,13.791421747352567
2013-01-28,13.700125171467532
2013-01-29,13.911426682183734
2013-01-30,13.983979191879106
2013-01-31,13.883614820309672
2013-02-01,13.889665995356415
2013-02-04,13.782652564543728
2013-02-05,13.897526545950313
2013-02-06,14.101868325377326
2013-02-07,14.290473093244739
2013-02-08,14.5583474946454
2013-02-11,14.744729521936486
2013-02-12,14.666896039001792
2013-02-13,14.401150087318513
2013-02-14,14.340341708484825
2013-02-15,14.295345220555603
2013-02-19,14.069428887021076
2013-02-20,13.916187867854847
2013-02-21,13.657135724064581
2013-02-22,13.7310192741107
2013-02-25,13.838044862214058
2013-02-26,13.729196644341407
2013-02-27,13.756558784274596
2013-02-28,13.617607355734425
2013-03-01,13.322980997481492
2013-03-04,13.01953677320674
2013-03-05,13.232069046911679
2013-03-06,13.23389655463933
2013-03-07,13.135379992687803
2013-03-08,13.239368286722154
2013-03-11,13.348218519376381
2013-03-12,13.344262793815792
2013-03-13,13.211086769992153
2013-03-14,13.21534633083792
2013-03-15,13.5069340381577
2013-03-18,13.909190935542075
2013-03-19,14.015921174947062
2013-03-20,13.914361424838303
2013-03-21,13.925004706605204
2013-03-22,14.0502743591981
2013-03-25,14.288957268668826
2013-03-26,14.163993566049957
2013-03-27,13.889124072425078
2013-03-28,13.737708221113248
2013-04-01,13.490817440188753
2013-04-02,13.32176726789566
2013-04-03,13.295615240210752
2013-04-04,13.226291533697495
2013-04-05,12.920720975415351
2013-04-08,12.998251673492549
2013-04-09,13.028658302657925
2013-04-10,13.288924433526047
2013-04-11,13.317206642651069
2013-04-12,13.200446182200142
2013-04-15,13.010111906268213
2013-04-16,12.971190852931256
2013-04-17,12.788457788469822
2013-04-18,12.338154535196795
2013-04-19,12.14994437365038
2013-04-22,12.228999699410153
2013-04-23,12.416903055977665
2013-04-24,12.625790662855064
2013-04-25,12.585960463882861
2013-04-26,12.732815727943203
2013-04-29,13.184332674498005
2013-04-30,13.537949242369274
2013-05-01,13.528216041351287
2013-05-02,13.639502427718595
2013-05-03,13.780581966772143
2013-05-06,14.053320413874301
2013-05-07,14.161259440004404
2013-05-08,14.149699696192275
2013-05-09,14.17082112663148
2013-05-10,14.070126820794618
2013-05-13,14.014724072268017
2013-05-14,13.932091175559496
2013-05-15,13.49747751627889
2013-05-16,13.40106701477066
2013-05-17,13.469625785823903
2013-05-20,13.644390731542627
2013-05-21,13.634593768738558
2013-05-22,13.722437624196402
2013-05-23,13.655406289812426
2013-05-24,13.640105738412014
2013-05-28,13.806912224607354
2013-05-29,13.696419155556145
2013-05-30,13.910665289774022
2013-05-31,13.990243171877799
2013-06-03,13.84516471784312
2013-06-04,13.908525360908317
2013-06-05,13.794974819501347
2013-06-06,13.68111782054246
2013-06-07,13.566036356449546
2013-06-10,13.74477743314971
2013-06-11,13.551342581004969
2013-06-12,13.505129484930857
2013-06-13,13.379336420496857
2013-06-14,13.353321352977973
2013-06-17,13.33526252470761
2013-06-18,13.310781588313104
2013-06-19,13.21161582059093
2013-06-20,13.037766903596834
2013-06-21,12.854738905872827
2013-06-24,12.507662781481637
2013-06-25,12.481035011327085
2013-06-26,12.389217941766823
2013-06-27,12.285154166066265
2013-06-28,12.250876589757153
2013-07-01,12.618153982480763
2013-07-02,12.904628225540396
2013-07-03,12.945948666651285
2013-07-05,12.955438585532152
2013-07-08,12.885348781512388
2013-07-09,12.961861430672469
2013-07-10,13.001652192068955
2013-07-11,13.107244722224856
2013-07-12,13.154380583125425
2013-07-15,13.205492333695648
2013-07-16,13.182537705967071
2013-07-17,13.228752244753847
2013-07-18,13.309856730261238
2013-07-19,13.282620985676528
2013-07-22,13.153151296250218
2013-07-23,13.06776410379105
2013-07-24,13.607354256970904
2013-07-25,13.509718781387708
2013-07-26,13.4986984932134
2013-07-29,13.772630780103464
2013-07-30,13.991772674739373
2013-07-31,13.997586521939999
2013-08-01,13.981062203209719
2013-08-02,14.166231699124877
2013-08-05,14.405574636332036
2013-08-06,14.442911151829234
2013-08-07,14.293245332597744
2013-08-08,14.298277000020425
2013-08-09,14.186136904651908
2013-08-12,14.43845794245141
2013-08-13,15.23979016994334
2013-08-14,15.535239415954777
2013-08-15,15.478248013969521
2013-08-16,15.494884658544905
2013-08-19,15.827620839320915
2013-08-20,15.729952898958125
2013-08-21,15.624580866861988
2013-08-22,15.576526885454717
2013-08-23,15.50751458540509
2013-08-26,15.71855544708171
2013-08-27,15.481637647763199
2013-08-28,15.274912252969818
2013-08-29,15.29647339853759
2013-08-30,15.1871015785263
2013-09-03,15.422784233123346
2013-09-04,15.47331876410424
2013-09-05,15.425258482391879
2013-09-06,15.38520348549786
2013-09-09,15.648305927208854
2013-09-10,15.633833635701867
2013-09-11,14.593729289636526
2013-09-12,14.646416679389038
2013-09-13,14.536425918282514
2013-09-16,14.221565169223368
2013-09-17,14.163029622700133
2013-09-18,14.3675952648206
2013-09-19,14.659667731394457
2013-09-20,14.743460035900068
2013-09-23,15.309107118993316
2013-09-24,15.264742899710233
2013-09-25,15.085125360219427
2013-09-26,15.051858197691438
2013-09-27,14.93200933506409
2013-09-30,14.839276583853179
2013-10-01,15.069724188357426
2013-10-02,15.151669011792
2013-10-03,15.16862476558525
2013-10-04,14.929853558855589
2013-10-07,15.177858935486876
2013-10-08,15.115932909221678
2013-10-09,15.028131835668962
2013-10-10,15.169546723621995
2013-10-11,15.214524071933893
2013-10-14,15.329750294325448
2013-10-15,15.465922250115742
2013-10-16,15.482252628550198
2013-10-17,15.55157056308782
2013-10-18,15.689591173102814
2013-10-21,16.152962522288895
2013-10-22,16.280811961891125
2013-10-23,16.19516910085306
2013-10-24,16.404658609153575
2013-10-25,16.428073372838476
2013-10-28,16.359375594644067
2013-10-29,16.61354294310435
2013-10-30,16.25215806209386
2013-10-31,16.251236257106317
2013-11-01,16.16836679606137
2013-11-04,16.23059448738605
2013-11-05,16.294367414946286
2013-11-06,16.264613917290617
2013-11-07,16.212867424979084
2013-11-08,16.14903206706152
2013-11-11,16.16576295366037
2013-11-12,16.23549135587743
2013-11-13,16.18374279164411
2013-11-14,16.401584751473678
2013-11-15,16.395692041139334
2013-11-18,16.336828305529774
2013-11-19,16.21875669861218
2013-11-20,16.12703494796302
2013-11-21,16.151513148568228
2013-11-22,16.180951467364153
2013-11-25,16.295918645524594
2013-11-26,16.614166383358366
2013-11-27,16.919711857740104
2013-11-29,17.301802665572644
2013-12-02,17.48773683788348
2013-12-03,17.55125860138765
2013-12-04,17.638333323559724
2013-12-05,17.822718790081606
2013-12-06,17.5627272513489
2013-12-09,17.650419916043298
2013-12-10,17.597749562285333
2013-12-11,17.69350326213058
2013-12-12,17.519033704940767
2013-12-13,17.442805485083266
2013-12-16,17.435359226591896
2013-12-17,17.3361975983726
2013-12-18,17.08860615249198
2013-12-19,17.043670055459923
2013-12-20,17.09355497551759
2013-12-23,17.68574547494664
2013-12-24,17.72169499164606
2013-12-26,17.647943376223484
2013-12-27,17.49020849708562
2013-12-30,17.356339063426923
2013-12-31,17.393218717750205
2014-01-02,17.26152046244112
2014-01-03,17.158323227376062
2014-01-06,16.94450211406869
2014-01-07,16.918480362981335
2014-01-08,16.906076331395386
2014-01-09,16.94636500272666
2014-01-10,16.758574416910726
2014-01-13,16.811262531382976
2014-01-14,16.942340159066482
2014-01-15,17.35974760719448
2014-01-16,17.25593568483251
2014-01-17,17.107815722065546
2014-01-21,17.04584007062926
2014-01-22,17.269573495684313
2014-01-23,17.24509644590211
2014-01-24,17.21782933925256
2014-01-27,17.19241128691087
2014-01-28,15.959064069748555
2014-01-29,15.722628041011234
2014-01-30,15.695676662419446
2014-01-31,15.54165312990408
2014-02-03,15.7337862149303
2014-02-04,15.787389526967585
2014-02-05,15.967747795456507
2014-02-06,16.007843579664744
2014-02-07,16.301810447241483
2014-02-10,16.584252739160274
2014-02-11,16.763811428913307
2014-02-12,16.82023463673702
2014-02-13,16.98514415988671
2014-02-14,17.020368202656048
2014-02-18,17.18278864041994
2014-02-19,17.048741042387192
2014-02-20,16.740427907960093
2014-02-21,16.664671688605665
2014-02-24,16.519716818763584
2014-02-25,16.50879862602138
2014-02-26,16.366343990295604
2014-02-27,16.484183820985873
2014-02-28,16.607935695757675
2014-03-03,16.542468170095344
2014-03-04,16.60451380002712
2014-03-05,16.670289766930132
2014-03-06,16.660623905878516
2014-03-07,16.58393310245774
2014-03-10,16.62601506538751
2014-03-11,16.794669882225865
2014-03-12,16.751341838613826
2014-03-13,16.82335363283877
2014-03-14,16.549950341285
2014-03-17,16.521276997241475
2014-03-18,16.58362609738877
2014-03-19,16.716731068045405
2014-03-20,16.605447107641115
2014-03-21,16.63911089856623
2014-03-24,16.849534341622945
2014-03-25,17.013206173132275
2014-03-26,17.114514133993936
2014-03-27,16.880710556956114
2014-03-28,16.80090470426372
2014-03-31,16.859198858499706
2014-04-01,16.89224668620878
2014-04-02,16.942434660692
2014-04-03,16.91188936595044
2014-04-04,16.83395413707029
2014-04-07,16.55026504322294
2014-04-08,16.401253567423893
2014-04-09,16.537491514049336
2014-04-10,16.592038104030046
2014-04-11,16.29869085777593
2014-04-14,16.277806274850164
2014-04-15,16.261598770848096
2014-04-16,16.244449087906506
2014-04-17,16.45238133868835
2014-04-21,16.5889245882741
2014-04-22,16.579268589843696
2014-04-23,16.557437604916018
2014-04-24,17.76917386947928
2014-04-25,17.831203717789712
2014-04-28,18.571904124588805
2014-04-29,18.57906990659444
2014-04-30,18.68661829761012
2014-05-01,18.542284118401465
2014-05-02,18.523583526915697
2014-05-05,18.735564524909368
2014-05-06,18.841863247941095
2014-05-07,18.619907509611327
2014-05-08,18.633618665149687
2014-05-09,18.37782433779102
2014-05-12,18.610111354580237
2014-05-13,18.637688608955973
2014-05-14,18.727354635035386
2014-05-15,18.70228110492395
2014-05-16,18.731432490059508
2014-05-19,19.038644420956814
2014-05-20,19.009491778896372
2014-05-21,19.018889057779553
2014-05-22,19.117641359700077
2014-05-23,19.270621275037634
2014-05-27,19.61951365705082
2014-05-28,19.743973175910643
2014-05-29,19.96466662978836
2014-05-30,20.193505047498213
2014-06-02,19.90070929682737
2014-06-03,20.02328485423877
2014-06-04,20.31011439873319
2014-06-05,20.356517597048967
2014-06-06,20.415763184431352
2014-06-09,20.600718845969826
2014-06-10,20.85745959580025
2014-06-11,20.793822099604487
2014-06-12,20.65338540930215
2014-06-13,20.284723467848753
2014-06-16,20.35274455582276
2014-06-17,20.341785872587582
2014-06-18,20.251814564108656
2014-06-19,20.254004295332535
2014-06-20,20.308862014679928
2014-06-23,20.10478596666141
2014-06-24,20.13112068590116
2014-06-25,19.902908150962702
2014-06-26,19.97971034666053
2014-06-27,20.188174389140414
2014-06-30,20.56780391639994
2014-07-01,20.64241174936028
2014-07-02,20.640213361124317
2014-07-03,20.648996979502357
2014-07-07,21.063727520505235
2014-07-08,21.241476427436286
2014-07-09,21.054949975811613
2014-07-10,20.967174016951187
2014-07-11,21.041778458428013
2014-07-14,21.261217888460923
2014-07-15,21.252445904827898
2014-07-16,21.307305174767517
2014-07-17,20.907927418353616
2014-07-18,20.789426034745834
2014-07-21,20.846484407740043
2014-07-22,20.822351373782027
2014-07-23,21.478455568670014
2014-07-24,21.355575613828748
2014-07-25,21.469680689676274
2014-07-28,21.776894957748762
2014-07-29,21.82078263942914
2014-07-30,21.658391685562844
2014-07-31,21.384099220975227
2014-08-01,21.201977105625463
2014-08-04,21.193199528606474
2014-08-05,20.995700081941607
2014-08-06,20.951817451677123
2014-08-07,21.15967956409238
2014-08-08,20.910485907989877
2014-08-11,21.188347403517227
2014-08-12,21.36476896703293
2014-08-13,21.444156646728516
2014-08-14,21.516937991210934
2014-08-15,21.65366201790022
2014-08-18,21.913885406731264
2014-08-19,22.202782100663697
2014-08-20,22.293188370549085
2014-08-21,22.26011346413126
2014-08-22,22.37699359385569
2014-08-25,22.53135956638211
2014-08-26,22.383608694938708
2014-08-27,22.619577808964394
2014-08-28,22.665881335505905
2014-08-29,22.692350939928595
2014-09-02,22.877594616782265
2014-09-03,22.75851022714956
2014-09-04,22.07266465527973
2014-09-05,21.918301234343485
2014-09-08,21.900653676942394
2014-09-09,22.73204753179808
2014-09-10,22.297606090837824
2014-09-11,22.37038125970203
2014-09-12,22.535779222925097
2014-09-15,22.725430434522043
2014-09-16,22.330685215683772
2014-09-17,22.44976539202902
2014-09-18,22.571058411187213
2014-09-19,22.57105462283774
2014-09-22,22.524744206316026
2014-09-23,22.701165059483998
2014-09-24,22.68132041067003
2014-09-25,22.20939679394939
2014-09-26,22.218219757080078
2014-09-29,22.14985066054082
2014-09-30,22.39243726526351
2014-10-01,22.204978624659237
2014-10-02,22.101332570337036
2014-10-03,22.099124004976982
2014-10-06,22.19615692189112
2014-10-07,22.079282962830142
2014-10-08,22.297605525637216
2014-10-09,22.57767419312337
2014-10-10,22.500489868636368
2014-10-13,22.445360403346083
2014-10-14,22.167492892730337
2014-10-15,21.865369258473056
2014-10-16,21.550011599951723
2014-10-17,21.832287145981482
2014-10-20,22.043996243273753
2014-10-21,22.71880838918382
2014-10-22,22.95918851264404
2014-10-23,23.16648407038686
2014-10-24,23.263511809855103
2014-10-27,23.261308310797435
2014-10-28,23.53917694091797
2014-10-29,23.678108880947963
2014-10-30,23.673700216763716
2014-10-31,23.82586081738258
2014-11-03,24.324263470558183
2014-11-04,24.14562791545477
2014-11-05,24.103733464284762
2014-11-06,24.09528809714349
2014-11-07,24.212677805743855
2014-11-10,24.214894902515553
2014-11-11,24.30791174841942
2014-11-12,24.680009705145725
2014-11-13,25.127407658584712
2014-11-14,25.29130642756837
2014-11-17,25.975695204945072
2014-11-18,25.623533056080113
2014-11-19,25.63460559540397
2014-11-20,25.882669922832864
2014-11-21,26.039925807178292
2014-11-24,26.30571167236488
2014-11-25,26.522761708509506
2014-11-26,26.378795596766786
2014-11-28,26.445248263771003
2014-12-01,26.412016706663472
2014-12-02,25.63682278306449
2014-12-03,25.769712199776425
2014-12-04,25.95797710179481
2014-12-05,25.709910506072312
2014-12-08,25.393185843799092
2014-12-09,25.315669875486243
2014-12-10,25.43748450292153
2014-12-11,25.20492000166734
2014-12-12,24.777462388522224
2014-12-15,24.717663468619392
2014-12-16,24.398729796138586
2014-12-17,24.32785120863559
2014-12-18,24.95022201538086
2014-12-19,25.080897289148155
2014-12-22,25.136263569530744
2014-12-23,25.100830443535045
2014-12-24,24.963510106034576
2014-12-26,25.36439766911686
2014-12-29,25.41977081219258
2014-12-30,25.231507237303884
2014-12-31,25.056524997424994
2015-01-02,24.682221739158916
2015-01-05,24.064281582572935
2015-01-06,23.794073292366384
2015-01-07,23.964611763586213
2015-01-08,24.8394830250832
2015-01-09,25.08311190198466
2015-01-12,24.9457888739138
2015-01-13,24.983444239302276
2015-01-14,24.471815731969652
2015-01-15,24.376577089070306
2015-01-16,23.827298884688386
2015-01-20,24.135163140605048
2015-01-21,24.598056787392125
2015-01-22,24.910349802350176
2015-01-23,25.19385388237781
2015-01-26,25.328951750452987
2015-01-27,24.912568446521064
2015-01-28,26.16173222354144
2015-01-29,26.398730047323408
2015-01-30,26.578132655604872
2015-02-02,26.394305804769367
2015-02-03,26.376579118011072
2015-02-04,26.691082095859546
2015-02-05,26.734163811771065
2015-02-06,26.73861398429588
2015-02-09,26.647449535368576
2015-02-10,27.161098402837805
2015-02-11,27.777027708402922
2015-02-12,28.34627541369775
2015-02-13,28.301799069729444
2015-02-17,28.657564628509785
2015-02-18,28.635331172766996
2015-02-19,28.6909266937872
2015-02-20,28.795429229736328
2015-02-23,29.57368278503418
2015-02-24,29.707098350862747
2015-02-25,29.262384500773326
2015-02-26,29.10006257703535
2015-02-27,29.033357042942402
2015-03-02,28.968868972950617
2015-03-03,28.799879481281902
2015-03-04,28.80877499266501
2015-03-05,28.62867099343031
2015-03-06,28.76652330753673
2015-03-09,28.81100499870233
2015-03-10,28.288453012050585
2015-03-11,27.74367143696153
2015-03-12,27.77258395917488
2015-03-13,27.883758988182482
2015-03-16,27.783700942993164
2015-03-17,28.31069037432514
2015-03-18,28.71982845602437
2015-03-19,28.739839239681466
2015-03-20,28.550830552849387
2015-03-23,28.428545170097408
2015-03-24,28.470788634512814
2015-03-25,28.19951096263978
2015-03-26,27.76813330160785
2015-03-27,27.728104574747505
2015-03-30,28.106119642444803
2015-03-31,28.126129772299695
2015-04-01,27.821504320484593
2015-04-02,27.919332361185635
2015-04-06,28.352936195517167
2015-04-07,28.488576533226613
2015-04-08,28.106112025003817
2015-04-09,28.14614505085262
2015-04-10,28.28622600566424
2015-04-13,28.588641163945205
2015-04-14,28.304019679612928
2015-04-15,28.268443673239815
2015-04-16,28.261774776001275
2015-04-17,28.04830938065471
2015-04-20,28.48857721065811
2015-04-21,28.50636734678086
2015-04-22,28.655347790616638
2015-04-23,28.999999874384436
2015-04-24,29.04670083365714
2015-04-27,29.602593688845488
2015-04-28,29.916106030389845
2015-04-29,29.26016318298656
2015-04-30,28.604197661348078
2015-05-01,28.93551677409575
2015-05-04,29.033362767335465
2015-05-05,28.56195073733543
2015-05-06,28.18394624917403
2015-05-07,28.152074473058324
2015-05-08,28.495927810668945
2015-05-11,28.482531869675185
